id,year,targetName,populationStatus,priority,sourceCount,deckCount,primarySearchQuery,googleSearch,yugiohTopDecksSearch,konamiCoverageSearch,formatLibrarySearch,ygoprodeckSearch
2017-zoodiac,2017,Zoodiac,missing-source-and-deck,1,0,0,2017 Zoodiac yugioh decklist,https://www.google.com/search?q=2017%20Zoodiac%20yugioh%20decklist,https://www.google.com/search?q=2017%20Zoodiac%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2017%20Zoodiac%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2017%20Zoodiac%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2017%20Zoodiac
2018-altergeist,2018,Altergeist,missing-source-and-deck,1,0,0,2018 Altergeist yugioh decklist,https://www.google.com/search?q=2018%20Altergeist%20yugioh%20decklist,https://www.google.com/search?q=2018%20Altergeist%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2018%20Altergeist%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2018%20Altergeist%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2018%20Altergeist
2018-gouki,2018,Gouki,missing-source-and-deck,1,0,0,2018 Gouki yugioh decklist,https://www.google.com/search?q=2018%20Gouki%20yugioh%20decklist,https://www.google.com/search?q=2018%20Gouki%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2018%20Gouki%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2018%20Gouki%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2018%20Gouki
2018-sky-striker,2018,Sky Striker,missing-source-and-deck,1,0,0,2018 Sky Striker yugioh decklist,https://www.google.com/search?q=2018%20Sky%20Striker%20yugioh%20decklist,https://www.google.com/search?q=2018%20Sky%20Striker%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2018%20Sky%20Striker%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2018%20Sky%20Striker%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2018%20Sky%20Striker
2018-thunder-dragon,2018,Thunder Dragon,missing-source-and-deck,1,0,0,2018 Thunder Dragon yugioh decklist,https://www.google.com/search?q=2018%20Thunder%20Dragon%20yugioh%20decklist,https://www.google.com/search?q=2018%20Thunder%20Dragon%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2018%20Thunder%20Dragon%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2018%20Thunder%20Dragon%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2018%20Thunder%20Dragon
2018-trickstar,2018,Trickstar,missing-source-and-deck,1,0,0,2018 Trickstar yugioh decklist,https://www.google.com/search?q=2018%20Trickstar%20yugioh%20decklist,https://www.google.com/search?q=2018%20Trickstar%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2018%20Trickstar%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2018%20Trickstar%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2018%20Trickstar
2019-orcust,2019,Orcust,missing-source-and-deck,1,0,0,2019 Orcust yugioh decklist,https://www.google.com/search?q=2019%20Orcust%20yugioh%20decklist,https://www.google.com/search?q=2019%20Orcust%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2019%20Orcust%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2019%20Orcust%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2019%20Orcust
2019-salamangreat,2019,Salamangreat,missing-source-and-deck,1,0,0,2019 Salamangreat yugioh decklist,https://www.google.com/search?q=2019%20Salamangreat%20yugioh%20decklist,https://www.google.com/search?q=2019%20Salamangreat%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2019%20Salamangreat%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2019%20Salamangreat%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2019%20Salamangreat
2019-sky-striker,2019,Sky Striker,missing-source-and-deck,1,0,0,2019 Sky Striker yugioh decklist,https://www.google.com/search?q=2019%20Sky%20Striker%20yugioh%20decklist,https://www.google.com/search?q=2019%20Sky%20Striker%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2019%20Sky%20Striker%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2019%20Sky%20Striker%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2019%20Sky%20Striker
2019-subterror,2019,Subterror,missing-source-and-deck,1,0,0,2019 Subterror yugioh decklist,https://www.google.com/search?q=2019%20Subterror%20yugioh%20decklist,https://www.google.com/search?q=2019%20Subterror%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2019%20Subterror%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2019%20Subterror%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2019%20Subterror
2019-thunder-dragon,2019,Thunder Dragon,missing-source-and-deck,1,0,0,2019 Thunder Dragon yugioh decklist,https://www.google.com/search?q=2019%20Thunder%20Dragon%20yugioh%20decklist,https://www.google.com/search?q=2019%20Thunder%20Dragon%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2019%20Thunder%20Dragon%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2019%20Thunder%20Dragon%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2019%20Thunder%20Dragon
2020-adamancipator,2020,Adamancipator,missing-source-and-deck,1,0,0,2020 Adamancipator yugioh decklist,https://www.google.com/search?q=2020%20Adamancipator%20yugioh%20decklist,https://www.google.com/search?q=2020%20Adamancipator%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2020%20Adamancipator%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2020%20Adamancipator%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2020%20Adamancipator
2020-dogmatika-invoked,2020,Dogmatika Invoked,missing-source-and-deck,1,0,0,2020 Dogmatika Invoked yugioh decklist,https://www.google.com/search?q=2020%20Dogmatika%20Invoked%20yugioh%20decklist,https://www.google.com/search?q=2020%20Dogmatika%20Invoked%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2020%20Dogmatika%20Invoked%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2020%20Dogmatika%20Invoked%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2020%20Dogmatika%20Invoked
2020-dragon-link,2020,Dragon Link,missing-source-and-deck,1,0,0,2020 Dragon Link yugioh decklist,https://www.google.com/search?q=2020%20Dragon%20Link%20yugioh%20decklist,https://www.google.com/search?q=2020%20Dragon%20Link%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2020%20Dragon%20Link%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2020%20Dragon%20Link%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2020%20Dragon%20Link
2020-eldlich,2020,Eldlich,missing-source-and-deck,1,0,0,2020 Eldlich yugioh decklist,https://www.google.com/search?q=2020%20Eldlich%20yugioh%20decklist,https://www.google.com/search?q=2020%20Eldlich%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2020%20Eldlich%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2020%20Eldlich%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2020%20Eldlich
2020-virtual-world,2020,Virtual World,missing-source-and-deck,1,0,0,2020 Virtual World yugioh decklist,https://www.google.com/search?q=2020%20Virtual%20World%20yugioh%20decklist,https://www.google.com/search?q=2020%20Virtual%20World%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2020%20Virtual%20World%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2020%20Virtual%20World%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2020%20Virtual%20World
2021-dragon-link,2021,Dragon Link,missing-source-and-deck,1,0,0,2021 Dragon Link yugioh decklist,https://www.google.com/search?q=2021%20Dragon%20Link%20yugioh%20decklist,https://www.google.com/search?q=2021%20Dragon%20Link%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2021%20Dragon%20Link%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2021%20Dragon%20Link%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2021%20Dragon%20Link
2021-drytron,2021,Drytron,missing-source-and-deck,1,0,0,2021 Drytron yugioh decklist,https://www.google.com/search?q=2021%20Drytron%20yugioh%20decklist,https://www.google.com/search?q=2021%20Drytron%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2021%20Drytron%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2021%20Drytron%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2021%20Drytron
2021-prank-kids,2021,Prank-Kids,missing-source-and-deck,1,0,0,2021 Prank-Kids yugioh decklist,https://www.google.com/search?q=2021%20Prank-Kids%20yugioh%20decklist,https://www.google.com/search?q=2021%20Prank-Kids%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2021%20Prank-Kids%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2021%20Prank-Kids%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2021%20Prank-Kids
2021-tri-brigade,2021,Tri-Brigade,missing-source-and-deck,1,0,0,2021 Tri-Brigade yugioh decklist,https://www.google.com/search?q=2021%20Tri-Brigade%20yugioh%20decklist,https://www.google.com/search?q=2021%20Tri-Brigade%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2021%20Tri-Brigade%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2021%20Tri-Brigade%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2021%20Tri-Brigade
2021-virtual-world,2021,Virtual World,missing-source-and-deck,1,0,0,2021 Virtual World yugioh decklist,https://www.google.com/search?q=2021%20Virtual%20World%20yugioh%20decklist,https://www.google.com/search?q=2021%20Virtual%20World%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2021%20Virtual%20World%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2021%20Virtual%20World%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2021%20Virtual%20World
2022-branded-despia,2022,Branded Despia,missing-source-and-deck,1,0,0,2022 Branded Despia yugioh decklist,https://www.google.com/search?q=2022%20Branded%20Despia%20yugioh%20decklist,https://www.google.com/search?q=2022%20Branded%20Despia%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2022%20Branded%20Despia%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2022%20Branded%20Despia%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2022%20Branded%20Despia
2022-floowandereeze,2022,Floowandereeze,missing-source-and-deck,1,0,0,2022 Floowandereeze yugioh decklist,https://www.google.com/search?q=2022%20Floowandereeze%20yugioh%20decklist,https://www.google.com/search?q=2022%20Floowandereeze%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2022%20Floowandereeze%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2022%20Floowandereeze%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2022%20Floowandereeze
2022-spright,2022,Spright,missing-source-and-deck,1,0,0,2022 Spright yugioh decklist,https://www.google.com/search?q=2022%20Spright%20yugioh%20decklist,https://www.google.com/search?q=2022%20Spright%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2022%20Spright%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2022%20Spright%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2022%20Spright
2022-swordsoul,2022,Swordsoul,missing-source-and-deck,1,0,0,2022 Swordsoul yugioh decklist,https://www.google.com/search?q=2022%20Swordsoul%20yugioh%20decklist,https://www.google.com/search?q=2022%20Swordsoul%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2022%20Swordsoul%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2022%20Swordsoul%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2022%20Swordsoul
2022-tearlaments,2022,Tearlaments,missing-source-and-deck,1,0,0,2022 Tearlaments yugioh decklist,https://www.google.com/search?q=2022%20Tearlaments%20yugioh%20decklist,https://www.google.com/search?q=2022%20Tearlaments%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2022%20Tearlaments%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2022%20Tearlaments%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2022%20Tearlaments
2023-branded,2023,Branded,missing-source-and-deck,1,0,0,2023 Branded yugioh decklist,https://www.google.com/search?q=2023%20Branded%20yugioh%20decklist,https://www.google.com/search?q=2023%20Branded%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2023%20Branded%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2023%20Branded%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2023%20Branded
2023-kashtira,2023,Kashtira,missing-source-and-deck,1,0,0,2023 Kashtira yugioh decklist,https://www.google.com/search?q=2023%20Kashtira%20yugioh%20decklist,https://www.google.com/search?q=2023%20Kashtira%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2023%20Kashtira%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2023%20Kashtira%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2023%20Kashtira
2023-labrynth,2023,Labrynth,missing-source-and-deck,1,0,0,2023 Labrynth yugioh decklist,https://www.google.com/search?q=2023%20Labrynth%20yugioh%20decklist,https://www.google.com/search?q=2023%20Labrynth%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2023%20Labrynth%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2023%20Labrynth%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2023%20Labrynth
2023-mathmech,2023,Mathmech,missing-source-and-deck,1,0,0,2023 Mathmech yugioh decklist,https://www.google.com/search?q=2023%20Mathmech%20yugioh%20decklist,https://www.google.com/search?q=2023%20Mathmech%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2023%20Mathmech%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2023%20Mathmech%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2023%20Mathmech
2023-purrely,2023,Purrely,missing-source-and-deck,1,0,0,2023 Purrely yugioh decklist,https://www.google.com/search?q=2023%20Purrely%20yugioh%20decklist,https://www.google.com/search?q=2023%20Purrely%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2023%20Purrely%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2023%20Purrely%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2023%20Purrely
2024-labrynth,2024,Labrynth,missing-source-and-deck,1,0,0,2024 Labrynth yugioh decklist,https://www.google.com/search?q=2024%20Labrynth%20yugioh%20decklist,https://www.google.com/search?q=2024%20Labrynth%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2024%20Labrynth%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2024%20Labrynth%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2024%20Labrynth
2024-snake-eye,2024,Snake-Eye,missing-source-and-deck,1,0,0,2024 Snake-Eye yugioh decklist,https://www.google.com/search?q=2024%20Snake-Eye%20yugioh%20decklist,https://www.google.com/search?q=2024%20Snake-Eye%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2024%20Snake-Eye%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2024%20Snake-Eye%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2024%20Snake-Eye
2024-tenpai-dragon,2024,Tenpai Dragon,missing-source-and-deck,1,0,0,2024 Tenpai Dragon yugioh decklist,https://www.google.com/search?q=2024%20Tenpai%20Dragon%20yugioh%20decklist,https://www.google.com/search?q=2024%20Tenpai%20Dragon%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2024%20Tenpai%20Dragon%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2024%20Tenpai%20Dragon%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2024%20Tenpai%20Dragon
2024-voiceless-voice,2024,Voiceless Voice,missing-source-and-deck,1,0,0,2024 Voiceless Voice yugioh decklist,https://www.google.com/search?q=2024%20Voiceless%20Voice%20yugioh%20decklist,https://www.google.com/search?q=2024%20Voiceless%20Voice%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2024%20Voiceless%20Voice%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2024%20Voiceless%20Voice%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2024%20Voiceless%20Voice
2024-yubel,2024,Yubel,missing-source-and-deck,1,0,0,2024 Yubel yugioh decklist,https://www.google.com/search?q=2024%20Yubel%20yugioh%20decklist,https://www.google.com/search?q=2024%20Yubel%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2024%20Yubel%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2024%20Yubel%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2024%20Yubel
2025-fiendsmith,2025,Fiendsmith,missing-source-and-deck,1,0,0,2025 Fiendsmith yugioh decklist,https://www.google.com/search?q=2025%20Fiendsmith%20yugioh%20decklist,https://www.google.com/search?q=2025%20Fiendsmith%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2025%20Fiendsmith%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2025%20Fiendsmith%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2025%20Fiendsmith
2025-maliss,2025,Maliss,missing-source-and-deck,1,0,0,2025 Maliss yugioh decklist,https://www.google.com/search?q=2025%20Maliss%20yugioh%20decklist,https://www.google.com/search?q=2025%20Maliss%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2025%20Maliss%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2025%20Maliss%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2025%20Maliss
2025-memento,2025,Memento,missing-source-and-deck,1,0,0,2025 Memento yugioh decklist,https://www.google.com/search?q=2025%20Memento%20yugioh%20decklist,https://www.google.com/search?q=2025%20Memento%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2025%20Memento%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2025%20Memento%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2025%20Memento
2025-ryzeal,2025,Ryzeal,missing-source-and-deck,1,0,0,2025 Ryzeal yugioh decklist,https://www.google.com/search?q=2025%20Ryzeal%20yugioh%20decklist,https://www.google.com/search?q=2025%20Ryzeal%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2025%20Ryzeal%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2025%20Ryzeal%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2025%20Ryzeal
2025-snake-eye,2025,Snake-Eye,missing-source-and-deck,1,0,0,2025 Snake-Eye yugioh decklist,https://www.google.com/search?q=2025%20Snake-Eye%20yugioh%20decklist,https://www.google.com/search?q=2025%20Snake-Eye%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2025%20Snake-Eye%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2025%20Snake-Eye%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2025%20Snake-Eye
2007-perfect-circle-monarch,2007,Perfect Circle Monarch,source-registered,2,1,0,2007 Perfect Circle Monarch yugioh decklist,https://www.google.com/search?q=2007%20Perfect%20Circle%20Monarch%20yugioh%20decklist,https://www.google.com/search?q=2007%20Perfect%20Circle%20Monarch%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2007%20Perfect%20Circle%20Monarch%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2007%20Perfect%20Circle%20Monarch%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2007%20Perfect%20Circle%20Monarch
2008-teledad,2008,TeleDAD,source-registered,2,1,0,2008 TeleDAD yugioh decklist,https://www.google.com/search?q=2008%20TeleDAD%20yugioh%20decklist,https://www.google.com/search?q=2008%20TeleDAD%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2008%20TeleDAD%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2008%20TeleDAD%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2008%20TeleDAD
2009-blackwing,2009,Blackwing,source-registered,2,1,0,2009 Blackwing yugioh decklist,https://www.google.com/search?q=2009%20Blackwing%20yugioh%20decklist,https://www.google.com/search?q=2009%20Blackwing%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2009%20Blackwing%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2009%20Blackwing%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2009%20Blackwing
2010-x-saber,2010,X-Saber,source-registered,2,1,0,2010 X-Saber yugioh decklist,https://www.google.com/search?q=2010%20X-Saber%20yugioh%20decklist,https://www.google.com/search?q=2010%20X-Saber%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2010%20X-Saber%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2010%20X-Saber%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2010%20X-Saber
